uei,start,end,state,location,deaths
UEI-IMD-FL-1997-0132,1997-08-10,1997-08-10,West Bengal,,
UEI-IMD-FL-1997-0027,1997-08-11,1997-08-12,Himachal Pradesh,,140.0
UEI-IMD-FL-1997-0106,1997-08-11,1997-08-11,Sikkim,,
UEI-IMD-FL-1997-0133,1997-08-11,1997-08-11,West Bengal,,
UEI-IMD-FL-1997-0114,1997-08-13,1997-08-13,Uttar Pradesh,,4.0
UEI-IMD-FL-1997-0134,1997-08-13,1997-08-13,West Bengal,,
UEI-IMD-FL-1997-0115,1997-08-17,1997-08-17,Uttar Pradesh,,2.0
UEI-IMD-FL-1997-0070,1997-08-18,1997-08-18,Maharashtra,,
UEI-IMD-FL-1997-0135,1997-08-18,1997-08-18,West Bengal,,1.0
UEI-IMD-FL-1997-0136,1997-08-20,1997-08-20,West Bengal,,
UEI-IMD-FL-1997-0030,1997-08-22,1997-08-28,Jammu and Kashmir,,48.0
UEI-IMD-FL-1997-0071,1997-08-22,1997-08-24,Maharashtra,,40.0
UEI-IMD-FL-1997-0072,1997-08-22,1997-08-25,Maharashtra,,
UEI-IMD-FL-1997-0137,1997-08-22,1997-08-22,West Bengal,,282.0
UEI-IMD-FL-1997-0138,1997-08-22,1997-08-28,West Bengal,,
UEI-IMD-FL-1997-0051,1997-08-23,1997-08-24,Madhya Pradesh,,5.0
UEI-IMD-FL-1997-0073,1997-08-24,1997-08-26,Maharashtra,,
UEI-IMD-FL-1997-0022,1997-08-25,1997-08-25,Gujarat,,10.0
UEI-IMD-FL-1997-0074,1997-08-25,1997-08-25,Maharashtra,,
UEI-IMD-FL-1997-0103,1997-08-25,1997-08-29,Rajasthan,,29.0
UEI-IMD-FL-1997-0023,1997-08-26,1997-08-28,Gujarat,,25.0
UEI-IMD-FL-1997-0075,1997-08-27,1997-08-27,Maharashtra,,1.0
UEI-IMD-FL-1997-0098,1997-08-27,1997-08-27,Punjab,,6.0
UEI-IMD-FL-1997-0099,1997-08-27,1997-09-03,Punjab,,
UEI-IMD-FL-1997-0028,1997-08-29,1997-08-29,Himachal Pradesh,,
UEI-IMD-FL-1997-0139,1997-08-29,1997-08-29,West Bengal,,
UEI-IMD-FL-1997-0116,1997-09-02,1997-09-02,Uttar Pradesh,,4.0
UEI-IMD-FL-1997-0117,1997-09-06,1997-09-06,Uttar Pradesh,,3.0
UEI-IMD-FL-1997-0002,1997-09-08,1997-09-14,Andhra Pradesh,,44.0
UEI-IMD-FL-1997-0140,1997-09-08,1997-09-08,West Bengal,,
UEI-IMD-FL-1997-0141,1997-09-09,1997-09-09,West Bengal,,
UEI-IMD-FL-1997-0046,1997-09-12,1997-09-12,Kerala,,
UEI-IMD-FL-1997-0013,1997-09-15,1997-09-28,Assam,,2.0
UEI-IMD-FL-1997-0003,1997-09-22,1997-09-28,Andhra Pradesh,,32.0
UEI-IMD-FL-1997-0047,1997-09-22,1997-09-22,Kerala,,
UEI-IMD-FL-1997-0076,1997-09-23,1997-09-23,Maharashtra,,2.0
UEI-IMD-FL-1997-0091,1997-09-28,1997-09-28,Manipur,,
UEI-IMD-FL-1997-0014,1997-09-29,1997-09-29,Assam,,
UEI-IMD-FL-1997-0035,1997-10-01,1997-10-01,Karnataka,,4.0
UEI-IMD-FL-1997-0036,1997-10-04,1997-10-04,Karnataka,,6.0
UEI-IMD-FL-1997-0104,1997-10-04,1997-10-04,Rajasthan,,
UEI-IMD-FL-1997-0004,1997-10-22,1997-10-28,Andhra Pradesh,,9.0
UEI-IMD-FL-1997-0038,1997-10-24,1997-10-27,Karnataka,,
UEI-IMD-FL-1997-0077,1997-10-25,1997-10-25,Maharashtra,,
UEI-IMD-FL-1997-0037,1997-10-27,1997-10-27,Karnataka,,2.0
UEI-IMD-FL-1997-0107,1997-10-28,1997-10-31,Tamil Nadu,,
UEI-IMD-FL-1997-0078,1997-10-29,1997-10-29,Maharashtra,,2.0
UEI-IMD-FL-1997-0079,1997-10-30,1997-10-30,Maharashtra,,
UEI-IMD-FL-1997-0108,1997-11-01,1997-11-29,Tamil Nadu,,89.0
UEI-IMD-FL-1997-0048,1997-11-03,1997-11-11,Kerala,,7.0
UEI-IMD-FL-1997-0029,1997-11-10,1997-11-10,Himachal Pradesh,,
UEI-IMD-FL-1997-0005,1997-11-22,1997-12-14,Andhra Pradesh,,14.0
UEI-IMD-FL-1997-0118,1997-11-24,1997-11-24,Uttar Pradesh,,
UEI-IMD-FL-1997-0039,1997-11-26,1997-11-26,Karnataka,,
UEI-IMD-FL-1997-0080,1997-11-27,1997-11-28,Maharashtra,,
UEI-IMD-FL-1997-0049,1997-11-28,1997-11-28,Kerala,,
UEI-IMD-FL-1997-0081,1997-11-28,1997-11-28,Maharashtra,,
UEI-IMD-FL-1997-0082,1997-11-28,1997-12-04,Maharashtra,,
UEI-IMD-FL-1997-0086,1997-12-01,1997-12-07,Maharashtra,,
UEI-IMD-FL-1997-0083,1997-12-02,1997-12-02,Maharashtra,,
UEI-IMD-FL-1997-0084,1997-12-03,1997-12-03,Maharashtra,,
UEI-IMD-FL-1997-0085,1997-12-04,1997-12-05,Maharashtra,,2.0
UEI-IMD-FL-1997-0109,1997-12-05,1997-12-20,Tamil Nadu,,177.0
UEI-IMD-FL-1997-0087,1997-12-06,1997-12-08,Maharashtra,,
UEI-IMD-FL-1997-0088,1997-12-08,1997-12-08,Maharashtra,,
UEI-IMD-FL-1997-0089,1997-12-08,1997-12-14,Maharashtra,,
UEI-IMD-FL-1997-0119,1997-12-08,1997-12-08,Uttar Pradesh,,
UEI-IMD-FL-1997-0024,1997-12-09,1997-12-09,Haryana,,1.0
UEI-IMD-FL-1997-0090,1997-12-10,1997-12-10,Maharashtra,,
UEI-IMD-FL-1997-0050,1997-12-16,1997-12-16,Kerala,,2.0
UEI-IMD-FL-1998-0065,1998-01-12,1998-01-12,Maharashtra,,
UEI-IMD-FL-1998-0066,1998-01-21,1998-01-21,Maharashtra,,
UEI-IMD-FL-1998-0084,1998-02-28,1998-02-28,Punjab,,
UEI-IMD-FL-1998-0030,1998-03-05,1998-03-05,Himachal Pradesh,,16.0
UEI-IMD-FL-1998-0031,1998-03-14,1998-03-14,Himachal Pradesh,,
UEI-IMD-FL-1998-0092,1998-05-13,1998-06-04,Sikkim,,10.0
UEI-IMD-FL-1998-0055,1998-05-15,1998-05-15,Kerala,,
UEI-IMD-FL-1998-0006,1998-05-24,1998-05-25,Assam,,
UEI-IMD-FL-1998-0007,1998-06-03,1998-06-03,Assam,,51.0
UEI-IMD-FL-1998-0067,1998-06-08,1998-06-08,Maharashtra,,
UEI-IMD-FL-1998-0068,1998-06-09,1998-06-09,Maharashtra,,1.0
UEI-IMD-FL-1998-0008,1998-06-10,1998-06-16,Assam,,105.0
UEI-IMD-FL-1998-0069,1998-06-10,1998-06-10,Maharashtra,,
UEI-IMD-FL-1998-0109,1998-06-11,1998-06-11,West Bengal,,
UEI-IMD-FL-1998-0070,1998-06-14,1998-06-14,Maharashtra,,1.0
UEI-IMD-FL-1998-0005,1998-06-17,1998-06-17,Arunachal Pradesh,,23.0
UEI-IMD-FL-1998-0009,1998-06-19,1998-06-19,Assam,,
UEI-IMD-FL-1998-0093,1998-06-20,1998-06-20,Sikkim,,
UEI-IMD-FL-1998-0010,1998-06-21,1998-06-24,Assam,,3.0
UEI-IMD-FL-1998-0011,1998-06-26,1998-06-29,Assam,,
UEI-IMD-FL-1998-0071,1998-06-27,1998-06-28,Maharashtra,,5.0
UEI-IMD-FL-1998-0056,1998-06-28,1998-06-28,Kerala,,
UEI-IMD-FL-1998-0101,1998-06-28,1998-06-28,Uttar Pradesh,,6.0
UEI-IMD-FL-1998-0012,1998-06-30,1998-06-30,Assam,,
UEI-IMD-FL-1998-0036,1998-06-30,1998-06-30,Karnataka,,5.0
UEI-IMD-FL-1998-0013,1998-07-01,1998-07-31,Assam,,81.0
UEI-IMD-FL-1998-0037,1998-07-01,1998-07-01,Karnataka,,6.0
UEI-IMD-FL-1998-0072,1998-07-01,1998-07-02,Maharashtra,,14.0
UEI-IMD-FL-1998-0057,1998-07-02,1998-07-06,Kerala,,45.0
UEI-IMD-FL-1998-0087,1998-07-03,1998-07-03,Rajasthan,,1.0
UEI-IMD-FL-1998-0038,1998-07-04,1998-07-04,Karnataka,,3.0
UEI-IMD-FL-1998-0024,1998-07-05,1998-07-08,Gujarat,,14.0
UEI-IMD-FL-1998-0102,1998-07-05,1998-07-11,Uttar Pradesh,,2.0
UEI-IMD-FL-1998-0110,1998-07-07,1998-07-07,West Bengal,,18.0
UEI-IMD-FL-1998-0094,1998-07-08,1998-07-08,Sikkim,,16.0
UEI-IMD-FL-1998-0073,1998-07-10,1998-07-10,Maharashtra,,9.0
UEI-IMD-FL-1998-0058,1998-07-12,1998-07-15,Kerala,,5.0
UEI-IMD-FL-1998-0074,1998-07-12,1998-07-12,Maharashtra,,2.0
UEI-IMD-FL-1998-0111,1998-07-12,1998-07-12,West Bengal,,12.0
UEI-IMD-FL-1998-0088,1998-07-13,1998-07-14,Rajasthan,,2.0
UEI-IMD-FL-1998-0098,1998-07-15,1998-07-15,Tripura,,
UEI-IMD-FL-1998-0112,1998-07-17,1998-07-17,West Bengal,,165.0
UEI-IMD-FL-1998-0021,1998-07-18,1998-07-18,Bihar,,2.0
UEI-IMD-FL-1998-0099,1998-07-18,1998-07-18,Tripura,,
UEI-IMD-FL-1998-0103,1998-07-18,1998-07-27,Uttar Pradesh,,81.0
UEI-IMD-FL-1998-0113,1998-07-19,1998-07-19,West Bengal,,
UEI-IMD-FL-1998-0039,1998-07-20,1998-07-20,Karnataka,,1.0
UEI-IMD-FL-1998-0040,1998-07-23,1998-07-23,Karnataka,,
UEI-IMD-FL-1998-0100,1998-07-23,1998-07-23,Tripura,,17.0
UEI-IMD-FL-1998-0041,1998-07-24,1998-07-24,Karnataka,,
UEI-IMD-FL-1998-0114,1998-07-26,1998-08-02,West Bengal,,2.0
UEI-IMD-FL-1998-0075,1998-07-29,1998-07-30,Maharashtra,,25.0
UEI-IMD-FL-1998-0042,1998-07-31,1998-07-31,Karnataka,,3.0
UEI-IMD-FL-1998-0076,1998-07-31,1998-07-31,Maharashtra,,1.0
UEI-IMD-FL-1998-0014,1998-08-01,1998-08-10,Assam,,93.0
UEI-IMD-FL-1998-0022,1998-08-01,1998-08-12,Bihar,,105.0
UEI-IMD-FL-1998-0043,1998-08-01,1998-08-01,Karnataka,,1.0
UEI-IMD-FL-1998-0044,1998-08-02,1998-08-02,Karnataka,,1.0
UEI-IMD-FL-1998-0045,1998-08-04,1998-08-04,Karnataka,,1.0
UEI-IMD-FL-1998-0115,1998-08-05,1998-08-05,West Bengal,,6.0
UEI-IMD-FL-1998-0104,1998-08-14,1998-08-14,Uttar Pradesh,,40.0
UEI-IMD-FL-1998-0116,1998-08-14,1998-08-14,West Bengal,,
UEI-IMD-FL-1998-0046,1998-08-15,1998-08-15,Karnataka,,2.0
UEI-IMD-FL-1998-0049,1998-08-16,1998-08-16,Karnataka,,2.0
UEI-IMD-FL-1998-0015,1998-08-17,1998-08-20,Assam,,
UEI-IMD-FL-1998-0047,1998-08-19,1998-08-19,Karnataka,,
UEI-IMD-FL-1998-0105,1998-08-19,1998-08-19,Uttar Pradesh,,204.0
UEI-IMD-FL-1998-0032,1998-08-20,1998-08-20,Himachal Pradesh,,4.0
UEI-IMD-FL-1998-0077,1998-08-21,1998-08-21,Maharashtra,,1.0
UEI-IMD-FL-1998-0117,1998-08-22,1998-09-14,West Bengal,,300.0
UEI-IMD-FL-1998-0016,1998-08-23,1998-08-23,Assam,,
UEI-IMD-FL-1998-0048,1998-08-25,1998-08-25,Karnataka,,2.0
UEI-IMD-FL-1998-0017,1998-08-26,1998-08-26,Assam,,15.0
UEI-IMD-FL-1998-0023,1998-08-26,1998-09-09,Bihar,,181.0
UEI-IMD-FL-1998-0089,1998-08-26,1998-08-26,Rajasthan,,3.0
UEI-IMD-FL-1998-0018,1998-08-31,1998-08-31,Assam,,
UEI-IMD-FL-1998-0019,1998-09-01,1998-09-11,Assam,,129.0
UEI-IMD-FL-1998-0106,1998-09-01,1998-09-06,Uttar Pradesh,,300.0
UEI-IMD-FL-1998-0050,1998-09-02,1998-09-02,Karnataka,,1.0
UEI-IMD-FL-1998-0062,1998-09-11,1998-09-11,Madhya Pradesh,,
UEI-IMD-FL-1998-0027,1998-09-12,1998-09-12,Haryana,,
UEI-IMD-FL-1998-0081,1998-09-12,1998-09-12,Odisha,,2.0
UEI-IMD-FL-1998-0020,1998-09-14,1998-09-15,Assam,,1.0
UEI-IMD-FL-1998-0063,1998-09-14,1998-09-15,Madhya Pradesh,,4.0
UEI-IMD-FL-1998-0025,1998-09-15,1998-09-21,Gujarat,,24.0
UEI-IMD-FL-1998-0053,1998-09-15,1998-09-21,Karnataka,,
UEI-IMD-FL-1998-0078,1998-09-15,1998-09-21,Maharashtra,,35.0
UEI-IMD-FL-1998-0064,1998-09-17,1998-09-17,Madhya Pradesh,,
UEI-IMD-FL-1998-0082,1998-09-18,1998-09-18,Odisha,,2.0
UEI-IMD-FL-1998-0001,1998-09-20,1998-09-28,Andhra Pradesh,,51.0
UEI-IMD-FL-1998-0051,1998-09-21,1998-09-21,Karnataka,,2.0
UEI-IMD-FL-1998-0090,1998-09-21,1998-09-25,Rajasthan,,7.0
UEI-IMD-FL-1998-0052,1998-09-23,1998-09-23,Karnataka,,1.0
UEI-IMD-FL-1998-0118,1998-09-24,1998-09-25,Punjab,,2.0
UEI-IMD-FL-1998-0054,1998-10-01,1998-10-14,Karnataka,,198.0
UEI-IMD-FL-1998-0028,1998-10-02,1998-10-02,Haryana,,
UEI-IMD-FL-1998-0033,1998-10-02,1998-10-02,Himachal Pradesh,,
UEI-IMD-FL-1998-0026,1998-10-03,1998-10-03,Gujarat,,2.0
UEI-IMD-FL-1998-0085,1998-10-07,1998-10-07,Punjab,,
UEI-IMD-FL-1998-0002,1998-10-08,1998-10-14,Andhra Pradesh,,179.0
UEI-IMD-FL-1998-0059,1998-10-10,1998-10-17,Kerala,,44.0
UEI-IMD-FL-1998-0095,1998-10-11,1998-10-11,Tamil Nadu,,
UEI-IMD-FL-1998-0079,1998-10-14,1998-10-15,Maharashtra,,5.0
UEI-IMD-FL-1998-0029,1998-10-15,1998-10-15,Haryana,,
UEI-IMD-FL-1998-0091,1998-10-16,1998-10-17,Rajasthan,,1.0
UEI-IMD-FL-1998-0034,1998-10-17,1998-10-18,Himachal Pradesh,,11.0
UEI-IMD-FL-1998-0035,1998-10-20,1998-10-20,Himachal Pradesh,,
UEI-IMD-FL-1998-0080,1998-10-21,1998-10-21,Maharashtra,,11.0
UEI-IMD-FL-1998-0107,1998-10-22,1998-10-22,Uttar Pradesh,,10.0
UEI-IMD-FL-1998-0003,1998-10-28,1998-11-04,Andhra Pradesh,,17.0
UEI-IMD-FL-1998-0060,1998-11-01,1998-11-05,Kerala,,
UEI-IMD-FL-1998-0096,1998-11-01,1998-11-14,Tamil Nadu,,82.0
UEI-IMD-FL-1998-0108,1998-11-08,1998-11-08,Uttar Pradesh,,2.0
UEI-IMD-FL-1998-0061,1998-11-11,1998-11-12,Kerala,,
UEI-IMD-FL-1998-0086,1998-11-16,1998-11-17,Punjab,,
UEI-IMD-FL-1998-0097,1998-12-04,1998-12-12,Tamil Nadu,,28.0
UEI-IMD-FL-1998-0004,1998-12-11,1998-12-16,Andhra Pradesh,,16.0
UEI-IMD-FL-1998-0083,1998-12-22,1998-12-23,Odisha,,
UEI-IMD-FL-1999-0043,1999-02-05,1999-02-05,Kerala,,4.0
UEI-IMD-FL-1999-0023,1999-04-25,1999-04-26,Karnataka,,
UEI-IMD-FL-1999-0004,1999-05-02,1999-05-04,Assam,,
UEI-IMD-FL-1999-0024,1999-05-02,1999-05-03,Karnataka,,1.0
UEI-IMD-FL-1999-0025,1999-05-04,1999-05-04,Karnataka,,
UEI-IMD-FL-1999-0026,1999-05-05,1999-05-05,Karnataka,,1.0
UEI-IMD-FL-1999-0073,1999-05-05,1999-05-05,Tamil Nadu,,3.0
UEI-IMD-FL-1999-0027,1999-05-07,1999-05-07,Karnataka,,5.0
UEI-IMD-FL-1999-0002,1999-05-09,1999-05-09,Arunachal Pradesh,,1.0
UEI-IMD-FL-1999-0028,1999-05-10,1999-05-10,Karnataka,,
UEI-IMD-FL-1999-0029,1999-05-12,1999-05-12,Karnataka,,1.0
UEI-IMD-FL-1999-0030,1999-05-14,1999-05-14,Karnataka,,2.0
UEI-IMD-FL-1999-0044,1999-05-25,1999-05-28,Kerala,,1.0
UEI-IMD-FL-1999-0005,1999-05-30,1999-05-31,Assam,,
UEI-IMD-FL-1999-0045,1999-06-07,1999-06-12,Kerala,,18.0
UEI-IMD-FL-1999-0012,1999-06-09,1999-06-13,Goa,,2.0
UEI-IMD-FL-1999-0031,1999-06-11,1999-06-11,Karnataka,,5.0
UEI-IMD-FL-1999-0032,1999-06-12,1999-06-12,Karnataka,,
UEI-IMD-FL-1999-0056,1999-06-12,1999-06-18,Maharashtra,,
UEI-IMD-FL-1999-0057,1999-06-14,1999-06-14,Maharashtra,,4.0
UEI-IMD-FL-1999-0075,1999-06-15,1999-06-15,Uttar Pradesh,,
UEI-IMD-FL-1999-0046,1999-06-16,1999-06-20,Kerala,,14.0
UEI-IMD-FL-1999-0058,1999-06-17,1999-06-17,Maharashtra,,2.0
UEI-IMD-FL-1999-0059,1999-06-21,1999-06-21,Maharashtra,,4.0
UEI-IMD-FL-1999-0006,1999-06-22,1999-07-31,Assam,,14.0
UEI-IMD-FL-1999-0079,1999-06-22,1999-06-22,West Bengal,,10.0
UEI-IMD-FL-1999-0060,1999-06-23,1999-06-24,Maharashtra,,21.0
UEI-IMD-FL-1999-0051,1999-06-24,1999-06-24,Madhya Pradesh,,
UEI-IMD-FL-1999-0080,1999-06-25,1999-06-25,West Bengal,,
UEI-IMD-FL-1999-0081,1999-06-28,1999-06-28,West Bengal,,13.0
UEI-IMD-FL-1999-0082,1999-06-29,1999-06-29,West Bengal,,
UEI-IMD-FL-1999-0010,1999-07-01,1999-08-07,Bihar,,216.0
UEI-IMD-FL-1999-0066,1999-07-01,1999-07-01,Mizoram,,
UEI-IMD-FL-1999-0083,1999-07-03,1999-07-03,West Bengal,,
UEI-IMD-FL-1999-0016,1999-07-09,1999-07-09,Himachal Pradesh,,
UEI-IMD-FL-1999-0003,1999-07-10,1999-07-12,Arunachal Pradesh,,
UEI-IMD-FL-1999-0033,1999-07-12,1999-07-24,Karnataka,,122.0
UEI-IMD-FL-1999-0061,1999-07-15,1999-07-21,Maharashtra,,22.0
UEI-IMD-FL-1999-0014,1999-07-16,1999-07-22,Gujarat,,1.0
UEI-IMD-FL-1999-0047,1999-07-17,1999-07-31,Kerala,,19.0
UEI-IMD-FL-1999-0052,1999-07-18,1999-07-18,Madhya Pradesh,,6.0
UEI-IMD-FL-1999-0013,1999-07-19,1999-07-23,Gujarat,,4.0
UEI-IMD-FL-1999-0084,1999-07-20,1999-07-20,West Bengal,,
UEI-IMD-FL-1999-0068,1999-07-22,1999-08-07,Odisha,,14.0
UEI-IMD-FL-1999-0070,1999-07-22,1999-07-25,Rajasthan,,35.0
UEI-IMD-FL-1999-0076,1999-07-27,1999-07-30,Uttar Pradesh,,1.0
UEI-IMD-FL-1999-0053,1999-07-29,1999-07-31,Madhya Pradesh,,
UEI-IMD-FL-1999-0022,1999-07-30,1999-07-30,Jammu and Kashmir,,
UEI-IMD-FL-1999-0071,1999-07-30,1999-07-31,Rajasthan,,7.0
UEI-IMD-FL-1999-0015,1999-08-01,1999-08-31,Gujarat,,46.0
UEI-IMD-FL-1999-0034,1999-08-01,1999-08-02,Karnataka,,2.0
UEI-IMD-FL-1999-0048,1999-08-02,1999-08-02,Kerala,,3.0
UEI-IMD-FL-1999-0062,1999-08-03,1999-08-04,Maharashtra,,
UEI-IMD-FL-1999-0054,1999-08-05,1999-08-11,Madhya Pradesh,,3.0
UEI-IMD-FL-1999-0072,1999-08-05,1999-08-07,Rajasthan,,2.0
UEI-IMD-FL-1999-0085,1999-08-08,1999-08-14,West Bengal,,33.0
UEI-IMD-FL-1999-0063,1999-08-09,1999-08-09,Maharashtra,,55.0
UEI-IMD-FL-1999-0017,1999-08-10,1999-08-11,Himachal Pradesh,,10.0
UEI-IMD-FL-1999-0086,1999-08-15,1999-08-15,West Bengal,,
UEI-IMD-FL-1999-0087,1999-08-16,1999-08-16,West Bengal,,
UEI-IMD-FL-1999-0077,1999-08-17,1999-08-18,Uttar Pradesh,,86.0
UEI-IMD-FL-1999-0018,1999-08-19,1999-08-20,Himachal Pradesh,,
UEI-IMD-FL-1999-0088,1999-08-19,1999-08-19,West Bengal,,
UEI-IMD-FL-1999-0007,1999-08-22,1999-09-02,Assam,,2.0
UEI-IMD-FL-1999-0069,1999-08-22,1999-08-23,Rajasthan,,1.0
UEI-IMD-FL-1999-0089,1999-08-24,1999-08-24,West Bengal,,
UEI-IMD-FL-1999-0019,1999-08-25,1999-08-25,Himachal Pradesh,,
UEI-IMD-FL-1999-0090,1999-08-26,1999-08-26,West Bengal,,2.0
UEI-IMD-FL-1999-0091,1999-09-01,1999-09-07,West Bengal,,4.0
UEI-IMD-FL-1999-0065,1999-09-02,1999-09-04,Manipur,,12.0
UEI-IMD-FL-1999-0067,1999-09-02,1999-09-04,Nagaland,,
UEI-IMD-FL-1999-0008,1999-09-12,1999-09-13,Assam,,1.0
UEI-IMD-FL-1999-0020,1999-09-13,1999-09-13,Himachal Pradesh,,
UEI-IMD-FL-1999-0092,1999-09-14,1999-09-14,West Bengal,,
UEI-IMD-FL-1999-0055,1999-09-15,1999-09-20,Madhya Pradesh,,27.0
UEI-IMD-FL-1999-0021,1999-09-17,1999-09-17,Himachal Pradesh,,1.0
UEI-IMD-FL-1999-0064,1999-09-19,1999-09-22,Maharashtra,,3.0
UEI-IMD-FL-1999-0011,1999-09-22,1999-09-29,Bihar,,69.0
UEI-IMD-FL-1999-0093,1999-09-22,1999-09-26,West Bengal,,79.0
UEI-IMD-FL-1999-0078,1999-10-01,1999-10-03,Uttar Pradesh,,9.0
UEI-IMD-FL-1999-0035,1999-10-02,1999-10-03,Karnataka,,11.0
UEI-IMD-FL-1999-0094,1999-10-08,1999-10-14,West Bengal,,
UEI-IMD-FL-1999-0049,1999-10-09,1999-10-09,Kerala,,2.0
UEI-IMD-FL-1999-0036,1999-10-13,1999-10-13,Karnataka,,2.0
UEI-IMD-FL-1999-0037,1999-10-15,1999-10-15,Karnataka,,1.0
UEI-IMD-FL-1999-0009,1999-10-17,1999-10-19,Assam,,
UEI-IMD-FL-1999-0001,1999-10-18,1999-10-20,Andhra Pradesh,,5.0
UEI-IMD-FL-1999-0038,1999-10-18,1999-10-18,Karnataka,,
UEI-IMD-FL-1999-0050,1999-10-18,1999-10-22,Kerala,,21.0
UEI-IMD-FL-1999-0039,1999-10-22,1999-10-22,Karnataka,,1.0
UEI-IMD-FL-1999-0040,1999-10-24,1999-10-24,Karnataka,,1.0
UEI-IMD-FL-1999-0041,1999-10-26,1999-10-26,Karnataka,,5.0
UEI-IMD-FL-1999-0042,1999-10-27,1999-10-27,Karnataka,,
UEI-IMD-FL-1999-0074,1999-11-21,1999-11-23,Tamil Nadu,,17.0
UEI-IMD-FL-2000-0001,2000-02-21,2000-02-27,Andhra Pradesh,,
UEI-IMD-FL-2000-0108,2000-02-24,2000-02-27,Tamil Nadu,,6.0
UEI-IMD-FL-2000-0062,2000-04-08,2000-04-08,Kerala,,2.0
UEI-IMD-FL-2000-0008,2000-05-03,2000-05-03,Assam,,
UEI-IMD-FL-2000-0009,2000-05-03,2000-05-10,Assam,,3.0
UEI-IMD-FL-2000-0073,2000-05-07,2000-05-07,Maharashtra,,1.0
UEI-IMD-FL-2000-0010,2000-05-09,2000-05-13,Assam,,
UEI-IMD-FL-2000-0110,2000-05-14,2000-05-16,Uttar Pradesh,,
UEI-IMD-FL-2000-0098,2000-05-25,2000-05-25,Mizoram,,5.0
UEI-IMD-FL-2000-0011,2000-05-29,2000-05-31,Assam,,
UEI-IMD-FL-2000-0012,2000-06-01,2000-06-01,Assam,,
UEI-IMD-FL-2000-0074,2000-06-02,2000-06-03,Maharashtra,,
UEI-IMD-FL-2000-0013,2000-06-03,2000-06-03,Assam,,
UEI-IMD-FL-2000-0075,2000-06-04,2000-06-05,Maharashtra,,9.0
UEI-IMD-FL-2000-0035,2000-06-05,2000-06-07,Karnataka,,3.0
UEI-IMD-FL-2000-0014,2000-06-06,2000-06-07,Assam,,
UEI-IMD-FL-2000-0024,2000-06-08,2000-06-08,Haryana,,9.0
UEI-IMD-FL-2000-0026,2000-06-08,2000-06-12,Himachal Pradesh,,12.0
UEI-IMD-FL-2000-0036,2000-06-08,2000-06-08,Karnataka,,
UEI-IMD-FL-2000-0063,2000-06-08,2000-06-14,Kerala,,
UEI-IMD-FL-2000-0076,2000-06-08,2000-06-08,Maharashtra,,7.0
UEI-IMD-FL-2000-0077,2000-06-08,2000-06-08,Maharashtra,,4.0
UEI-IMD-FL-2000-0078,2000-06-08,2000-06-08,Maharashtra,,2.0
UEI-IMD-FL-2000-0079,2000-06-08,2000-06-08,Maharashtra,,1.0
UEI-IMD-FL-2000-0109,2000-06-08,2000-06-08,Tamil Nadu,,1.0
UEI-IMD-FL-2000-0111,2000-06-08,2000-06-14,Uttar Pradesh,,90.0
UEI-IMD-FL-2000-0037,2000-06-10,2000-06-12,Karnataka,,5.0
UEI-IMD-FL-2000-0005,2000-06-11,2000-06-16,Arunachal Pradesh,,26.0
UEI-IMD-FL-2000-0022,2000-06-11,2000-06-13,Goa,,
UEI-IMD-FL-2000-0015,2000-06-12,2000-06-30,Assam,,8.0
UEI-IMD-FL-2000-0027,2000-06-15,2000-06-15,Himachal Pradesh,,2.0
UEI-IMD-FL-2000-0064,2000-06-17,2000-06-17,Kerala,,
UEI-IMD-FL-2000-0006,2000-06-21,2000-06-24,Arunachal Pradesh,,
UEI-IMD-FL-2000-0028,2000-06-28,2000-06-28,Himachal Pradesh,,
UEI-IMD-FL-2000-0038,2000-06-29,2000-06-30,Karnataka,,
UEI-IMD-FL-2000-0016,2000-07-01,2000-07-07,Assam,,13.0
UEI-IMD-FL-2000-0039,2000-07-01,2000-07-01,Karnataka,,3.0
UEI-IMD-FL-2000-0065,2000-07-01,2000-07-01,Kerala,,1.0
UEI-IMD-FL-2000-0101,2000-07-01,2000-07-01,Punjab,,1.0
UEI-IMD-FL-2000-0069,2000-07-03,2000-07-05,Madhya Pradesh,,5.0
UEI-IMD-FL-2000-0080,2000-07-04,2000-07-04,Maharashtra,,2.0
UEI-IMD-FL-2000-0041,2000-07-05,2000-07-08,Karnataka,,
UEI-IMD-FL-2000-0040,2000-07-06,2000-07-07,Karnataka,,
UEI-IMD-FL-2000-0042,2000-07-07,2000-07-08,Karnataka,,
UEI-IMD-FL-2000-0066,2000-07-07,2000-07-10,Kerala,,63.0
UEI-IMD-FL-2000-0070,2000-07-07,2000-07-07,Madhya Pradesh,,1.0
UEI-IMD-FL-2000-0017,2000-07-08,2000-07-14,Assam,,14.0
UEI-IMD-FL-2000-0081,2000-07-08,2000-07-08,Maharashtra,,20.0
UEI-IMD-FL-2000-0082,2000-07-10,2000-07-10,Maharashtra,,
UEI-IMD-FL-2000-0112,2000-07-10,2000-07-10,Uttar Pradesh,,
UEI-IMD-FL-2000-0002,2000-07-11,2000-07-14,Andhra Pradesh,,37.0
UEI-IMD-FL-2000-0043,2000-07-11,2000-07-14,Karnataka,,
UEI-IMD-FL-2000-0023,2000-07-12,2000-07-15,Gujarat,,84.0
UEI-IMD-FL-2000-0083,2000-07-12,2000-07-12,Maharashtra,,66.0
